#separator:Tab
#notetype:Basic
#tags:21g110
#columns:Front	Back
「了解」跟「理解」的區別	「了解」用於直觀事物或信息。「理解」用於抽象事物。比如「我了解她這樣做的原因，但我不理解她爲什麼這樣做」。「理解」比「了解」更深入。
